m,k,n,tile_m,tile_k_l2,tile_k_l1,tile_n,latency avg,latency max,latency min
1024,1024,1024,64,128,16,16,1583.1,1605.0,1552.0
1024,1024,1024,64,128,16,32,872.6,884.0,857.0
1024,1024,1024,64,128,16,64,540.6,552.0,527.0
1024,1024,1024,64,128,16,128,425.9,432.0,424.0
1024,1024,1024,64,128,16,256,518.05,1041.0,426.0
1024,1024,1024,64,128,32,16,1669.95,1684.0,1650.0
1024,1024,1024,64,128,32,32,1305.3,1846.0,909.0
1024,1024,1024,64,128,32,64,553.55,830.0,530.0
1024,1024,1024,64,128,32,128,399.8,424.0,385.0
1024,1024,1024,64,128,64,16,1925.5,2249.0,1594.0
1024,1024,1024,64,128,64,32,1190.9,1548.0,885.0
1024,1024,1024,64,128,64,64,579.55,1133.0,515.0
1024,1024,1024,64,128,128,16,1871.6,2117.0,1777.0
1024,1024,1024,64,128,128,32,1205.95,1533.0,867.0
1024,1024,1024,64,256,8,16,1482.4,1807.0,1237.0
1024,1024,1024,64,256,8,32,1122.45,1420.0,732.0
1024,1024,1024,64,256,8,64,544.9,814.0,518.0
1024,1024,1024,64,256,8,128,472.45,510.0,466.0
1024,1024,1024,64,256,8,256,496.1,768.0,473.0
1024,1024,1024,64,256,16,16,1313.3,1578.0,1203.0
1024,1024,1024,64,256,16,32,977.8,1128.0,709.0
1024,1024,1024,64,256,16,64,519.15,777.0,473.0
1024,1024,1024,64,256,16,128,432.9,489.0,425.0
1024,1024,1024,64,256,16,256,432.6,437.0,420.0
1024,1024,1024,64,256,32,16,1226.3,1245.0,1208.0
1024,1024,1024,64,256,32,32,1000.6,1199.0,710.0
1024,1024,1024,64,256,32,64,436.25,440.0,432.0
1024,1024,1024,64,256,32,128,358.75,395.0,342.0
1024,1024,1024,64,256,64,16,1591.85,1836.0,1541.0
1024,1024,1024,64,256,64,32,1009.7,1401.0,716.0
1024,1024,1024,64,256,64,64,421.85,427.0,408.0
1024,1024,1024,64,256,128,16,1568.65,1934.0,1291.0
1024,1024,1024,64,256,128,32,855.35,1364.0,691.0
1024,1024,1024,64,512,8,16,1553.85,1734.0,1479.0
1024,1024,1024,64,512,8,32,776.55,1063.0,731.0
1024,1024,1024,64,512,8,64,534.05,538.0,517.0
1024,1024,1024,64,512,8,128,502.3,809.0,474.0
1024,1024,1024,64,512,8,256,490.65,522.0,470.0
1024,1024,1024,64,512,16,16,1556.5,1853.0,1244.0
1024,1024,1024,64,512,16,32,1017.35,1346.0,716.0
1024,1024,1024,64,512,16,64,508.75,810.0,474.0
1024,1024,1024,64,512,16,128,459.2,719.0,425.0
1024,1024,1024,64,512,16,256,512.75,1024.0,438.0
1024,1024,1024,64,512,32,16,1460.15,1879.0,1220.0
1024,1024,1024,64,512,32,32,0.0,0.0,0.0
1024,1024,1024,64,512,32,64,402.35,407.0,385.0
1024,1024,1024,64,512,32,128,365.35,370.0,348.0
1024,1024,1024,64,512,64,16,1558.75,1758.0,1498.0
1024,1024,1024,64,512,64,32,957.2,1173.0,681.0
1024,1024,1024,64,512,64,64,442.8,708.0,413.0
1024,1024,1024,64,512,128,16,1349.65,1816.0,1270.0
1024,1024,1024,64,512,128,32,1024.35,1270.0,700.0
1024,1024,1024,64,1024,8,16,2067.25,2242.0,1994.0
1024,1024,1024,64,1024,8,32,1491.4,1645.0,1380.0
1024,1024,1024,64,1024,8,64,879.3,1335.0,719.0
1024,1024,1024,64,1024,8,128,831.05,1240.0,610.0
1024,1024,1024,64,1024,8,256,649.45,941.0,605.0
1024,1024,1024,64,1024,16,16,0.0,0.0,0.0
1024,1024,1024,64,1024,16,32,1030.2,1068.0,1009.0
1024,1024,1024,64,1024,16,64,1061.2,1357.0,707.0
1024,1024,1024,64,1024,16,128,746.95,1152.0,586.0
1024,1024,1024,64,1024,16,256,0.0,0.0,0.0
1024,1024,1024,64,1024,32,16,1935.15,2348.0,1675.0
1024,1024,1024,64,1024,32,32,1201.9,1594.0,928.0
1024,1024,1024,64,1024,32,64,799.8,1139.0,596.0
1024,1024,1024,64,1024,32,128,501.65,795.0,471.0
1024,1024,1024,64,1024,64,16,1655.45,1688.0,1647.0
1024,1024,1024,64,1024,64,32,1168.15,1562.0,939.0
1024,1024,1024,64,1024,64,64,643.2,1108.0,547.0
1024,1024,1024,64,1024,128,16,1923.85,2229.0,1604.0
1024,1024,1024,64,1024,128,32,1202.05,1452.0,932.0
1024,1024,1024,128,8,8,16,6181.65,6834.0,5718.0
1024,1024,1024,128,8,8,32,3284.8,3555.0,3006.0
1024,1024,1024,128,8,8,64,2010.05,2138.0,1861.0
1024,1024,1024,128,8,8,128,854.2,873.0,838.0
1024,1024,1024,128,16,8,16,3136.6,3481.0,3007.0
1024,1024,1024,128,16,8,32,1640.35,1676.0,1631.0
1024,1024,1024,128,16,8,64,911.05,967.0,877.0
1024,1024,1024,128,16,8,128,556.6,875.0,517.0
1024,1024,1024,128,16,16,16,2909.9,3275.0,2756.0
1024,1024,1024,128,16,16,32,1617.1,2137.0,1477.0
1024,1024,1024,128,16,16,64,868.95,885.0,851.0
1024,1024,1024,128,16,16,128,515.8,523.0,513.0
1024,1024,1024,128,32,8,16,1759.3,2315.0,1684.0
1024,1024,1024,128,32,8,32,973.45,994.0,966.0
1024,1024,1024,128,32,8,64,886.3,1240.0,579.0
1024,1024,1024,128,32,8,128,455.7,481.0,436.0
1024,1024,1024,128,32,16,16,2037.3,2211.0,1915.0
1024,1024,1024,128,32,16,32,1286.1,1589.0,936.0
1024,1024,1024,128,32,16,64,725.15,1233.0,543.0
1024,1024,1024,128,32,16,128,415.15,440.0,398.0
1024,1024,1024,128,32,32,16,1438.95,1466.0,1420.0
1024,1024,1024,128,32,32,32,989.6,1337.0,816.0
1024,1024,1024,128,32,32,64,510.2,528.0,490.0
1024,1024,1024,128,64,8,16,2015.1,2603.0,1731.0
1024,1024,1024,128,64,8,32,1005.7,1295.0,949.0
1024,1024,1024,128,64,8,64,566.5,598.0,532.0
1024,1024,1024,128,64,8,128,445.45,499.0,437.0
1024,1024,1024,128,64,16,16,1859.95,2120.0,1575.0
1024,1024,1024,128,64,16,32,879.7,885.0,863.0
1024,1024,1024,128,64,16,64,546.85,550.0,543.0
1024,1024,1024,128,64,16,128,408.05,412.0,393.0
1024,1024,1024,128,64,32,16,1400.45,1437.0,1375.0
1024,1024,1024,128,64,32,32,813.2,833.0,805.0
1024,1024,1024,128,64,32,64,497.25,504.0,486.0
1024,1024,1024,128,64,64,16,1409.1,1422.0,1394.0
1024,1024,1024,128,64,64,32,1185.95,1473.0,835.0
1024,1024,1024,128,128,8,16,2004.95,2244.0,1743.0
1024,1024,1024,128,128,8,32,1216.45,1600.0,921.0
1024,1024,1024,128,128,8,64,846.05,1120.0,554.0
1024,1024,1024,128,128,8,128,489.9,645.0,458.0
1024,1024,1024,128,128,16,16,2032.55,2279.0,1925.0
1024,1024,1024,128,128,16,32,961.4,1416.0,877.0
